"","Curso","Ano","tot","A0","L01","L02","L05","L06","L09","L10","L13","L14"
"633","QUIMICA","SISU2015",216,105,19,21,25,46,NA,NA,NA,NA
"634","QUIMICA","SISU2016",188,90,17,35,19,27,NA,NA,NA,NA
"635","QUIMICA","SISU2017",202,98,25,27,22,30,NA,NA,NA,NA
"636","QUIMICA","SISU2018",172,69,17,44,17,19,2,1,2,1
"637","QUIMICA","SISU2019",140,66,15,29,13,16,0,0,1,0
"638","QUIMICA","SISU2020",136,64,19,24,10,17,1,0,1,0
"639","QUIMICA","SISU2021",128,56,18,21,12,19,0,1,1,0
"640","QUIMICA","SISU2022",98,50,9,11,12,16,0,0,0,0
"641","QUIMICA_RP","SISU2013",84,64,NA,7,NA,13,NA,NA,NA,NA
"642","QUIMICA_RP","SISU2014",70,49,6,6,4,5,NA,NA,NA,NA
"643","QUIMICA_RP","SISU2015",98,68,6,7,2,15,NA,NA,NA,NA
"644","QUIMICA_RP","SISU2016",103,54,8,19,11,11,NA,NA,NA,NA
"645","QUIMICA_RP","SISU2017",86,45,10,15,6,10,NA,NA,NA,NA
"646","QUIMICA_RP","SISU2018",70,44,4,11,4,5,1,1,0,0
"647","QUIMICA_RP","SISU2019",55,30,6,9,4,6,0,0,0,0
"648","QUIMICA_RP","SISU2020",49,28,4,7,2,7,1,0,0,0
"649","QUIMICA_RP","SISU2021",44,30,3,4,1,6,0,0,0,0
"650","QUIMICA_RP","SISU2022",32,22,3,4,1,2,0,0,0,0
"651","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2013",136,116,NA,9,NA,11,NA,NA,NA,NA
"652","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2014",136,83,9,14,9,21,NA,NA,NA,NA
"653","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2015",178,99,10,42,9,18,NA,NA,NA,NA
"654","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2016",144,67,15,21,11,30,NA,NA,NA,NA
"655","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2017",151,54,20,40,11,26,NA,NA,NA,NA
"656","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2018",137,65,23,14,13,20,0,1,1,0
"657","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2019",94,48,12,18,3,11,0,1,0,1
"658","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2020",93,48,9,19,5,10,0,0,2,0
"659","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2021",92,37,16,21,10,8,0,0,0,0
"660","SECRETARIADO_EXECUTIVO_TRILINGUE","SISU2022",62,31,11,10,3,7,0,0,0,0
"665","SERVICO_SOCIAL","SISU2017",333,142,42,68,26,55,NA,NA,NA,NA
"666","SERVICO_SOCIAL","SISU2018",366,152,27,57,42,76,4,2,5,1
"667","SERVICO_SOCIAL","SISU2019",296,112,41,61,25,53,1,1,1,1
"668","SERVICO_SOCIAL","SISU2020",251,86,41,57,29,31,3,2,1,1
"669","SERVICO_SOCIAL","SISU2021",189,72,23,38,23,29,1,1,1,1
"670","SERVICO_SOCIAL","SISU2022",153,65,19,27,16,24,0,1,1,0
"671","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2013",178,126,3,25,3,21,NA,NA,NA,NA
"672","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2014",174,107,9,24,14,20,NA,NA,NA,NA
"673","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2015",154,86,3,37,15,13,NA,NA,NA,NA
"674","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2016",182,93,23,25,18,23,NA,NA,NA,NA
"675","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2017",179,77,30,36,15,21,NA,NA,NA,NA
"676","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2018",131,82,13,17,8,11,0,0,0,0
"677","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2019",105,57,10,15,10,13,0,0,0,0
"678","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2020",105,55,13,15,10,11,0,0,1,0
"679","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2021",110,63,12,14,13,8,0,0,0,0
"680","SISTEMAS_DE_INFORMACAO_DIURNO_RP","SISU2022",95,51,14,10,10,10,0,0,0,0
"681","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2013",225,187,3,12,7,16,NA,NA,NA,NA
"682","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2014",202,137,12,21,17,15,NA,NA,NA,NA
"683","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2015",215,129,9,47,14,16,NA,NA,NA,NA
"684","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2016",193,82,24,35,26,26,NA,NA,NA,NA
"685","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2017",208,96,30,35,20,27,NA,NA,NA,NA
"686","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2018",167,96,14,22,15,18,0,1,1,0
"687","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2019",131,80,11,18,6,15,1,0,0,0
"688","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2020",118,67,13,16,9,13,0,0,0,0
"689","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2021",108,55,18,11,13,11,0,0,0,0
"690","SISTEMAS_DE_INFORMACAO_NOTURNO_RP","SISU2022",90,48,11,12,7,11,0,0,0,1
"691","ZOOTECNIA","SISU2013",434,330,26,31,17,30,NA,NA,NA,NA
"692","ZOOTECNIA","SISU2014",451,276,49,61,31,34,NA,NA,NA,NA
"693","ZOOTECNIA","SISU2015",589,308,68,85,65,63,NA,NA,NA,NA
"694","ZOOTECNIA","SISU2016",564,275,70,101,65,53,NA,NA,NA,NA
"695","ZOOTECNIA","SISU2017",513,237,64,84,66,62,NA,NA,NA,NA
"696","ZOOTECNIA","SISU2018",479,238,55,71,63,39,2,3,2,6
"697","ZOOTECNIA","SISU2019",285,137,36,40,34,35,1,1,0,1
"698","ZOOTECNIA","SISU2020",313,137,40,60,32,40,1,0,1,2
"699","ZOOTECNIA","SISU2021",292,117,40,52,45,36,0,1,0,1
"700","ZOOTECNIA","SISU2022",235,113,36,31,29,24,1,0,0,1
